word,count
listened,1
listning,1
lithe,1
live,10
lived,4
lively,2
liven,1
liveries,2
lives,4
livest,1
living,1
livy,1
lo,4
loadstar,1
loathe,1
loathed,1
loatheth,1
loathsome,1
lobb,1
lobbin,2
lock,2
locks,4
lodge,1
lodging,1
lofty,3
logi,1
loins,1
loitring,1
london,3
long,32
longd,2
longer,3
longing,1
looken,1
loord,2
loose,2
looser,3
lop,1
lope,2
lord,8
lording,1
lordly,1
lords,3
lordship,1
lore,2
lorn,4
lorrell,2
lose,1
loss,6
lost,12
lot,1
loud,3
loudly,2
louring,1
louted,2
lovd,2
love,58
loved,9
lovelads,1
lovely,6
lovers,5
loves,7
lovest,1
loveth,1
lowder,5
lowered,1
lowly,10
loyal,1
loyes,1
luck,2
luckless,1
lulld,2
lulled,3
lust,8
lustful,1
lustihead,2
lustihed,2
lustless,3
lusty,5
lutes,1
macrobius,1
mad,1
madding,2
maias,1
maid,2
maiden,3
maidenhead,1
maidens,1
main,2
maintain,3
maintained,1
maintainer,1
maintenance,5
maister,5
majesty,3
maken,4
makers,1
maketh,3
making,6
malice,1
man,10
manfully,1
manger,1
manhood,2
manly,1
manner,3
mantle,3
mantled,1
mantuane,1
maple,1
march,6
marchs,1
mark,5
marked,3
marking,2
marks,2
marot,3
marrd,2
marred,1
marry,2
mars,1
mart,1
marvel,1
mask,1
maskedst,1
masken,1
mast,1
master,3
masters,3
match,5
matter,15
matters,2
maugre,2
maybush,1
maybushes,1
maybuskets,2
mayst,5
mazer,3
mazy,1
mdcccxcviii,1
meadows,1
meaner,1
meaneth,2
meaning,6
meanness,1
meant,3
measured,1
meat,1
mecnas,2
meddlest,1
meddling,1
medio,1
medle,2
medled,2
medway,2
meek,4
meet,4
meetest,1
meint,2
melampode,2
melling,2
mellow,1
melody,1
melpomene,1
melt,1
melting,1
members,1
memorem,2
memorial,1
memory,3
men,20
menalcas,2
mended,1
mens,2
ment,2
mentioned,2
merce,1
mercede,1
merchandice,1
merciable,2
merciful,1
mercy,1
merrier,1
merrimake,2
merriment,5
merry,4
messengers,1
met,1
michels,1
mickle,2
middle,1
midnight,1
midst,1
mightiest,1
mightily,1
mighty,5
mild,1
milk,2
milkwhite,1
millers,2
mind,11
minded,1
minding,1
mingle,1
mingled,2
ministers,1
mire,1
mirk,2
mirror,2
mirth,5
misadventure,1
mischance,3
mischief,8
miscreance,2
misdeed,1
misery,4
misgone,2
misgovernance,2
mishap,1
misled,1
mislike,1
mislive,1
missay,3
mistaken,1
mister,4
misusage,1
miswent,2
mitigate,1
mixed,1
mixt,1
mizzle,2
moan,5
mochell,3
mock,2
moderate,1
modest,1
moe,6
mole,1
moneth,8
monethes,7
moneths,1
monster,1
month,1
monument,1
moon,1
moonlight,1
moons,1
mor,5
moral,3
morals,1
mord,1
morrell,3
morrells,1
morrow,3
mort,1
mortal,4
mortis,1
moses,1
moss,3
mostwhat,2
mother,5
motherly,1
mould,1
mouldy,1
mount,3
mountain,1
mourn,7
mourned,1
mournful,1
mournfulst,1
mourning,3
mouth,1
moved,1
moving,1
mown,1
muse,14
muses,10
music,7
musical,2
musics,2
musing,1
musty,1
mystery,1
naked,4
named,2
narre,2
nas,2
natheless,1
nathless,1
nations,1
natural,4
nature,2
natures,2
naught,2
ne,19
nearer,2
nearest,1
neas,1
neatherds,1
neck,2
nectar,1
needed,1
needeth,4
neighbour,2
nest,3
net,2
newbudded,1
newell,2
newly,5
nice,1
nicole,1
nigh,6
nigher,1
nigheth,1
nighly,2
night,12
nightingale,4
nightly,1
nightravens,1
nights,1
nill,4
nimble,1
ninth,1
niobe,1
nipt,2
nis,6
niuno,1
noble,2
nobleness,1
noise,1
noisome,1
nona,3
nosegay,1
nosegays,1
note,24
notes,5
nought,16
nould,6
novels,1
novelty,1
november,4
numa,1
numbered,1
numbers,1
nurse,1
nurses,1
nuts,3
ny,1
nymph,1
nymphs,6
oak,11
oaten,6
obedient,1
obeisance,1
objected,1
obscure,1
observed,3
observing,2
obsolete,1
obstruct,1
obvious,1
occasion,7
occasions,1
octava,3
october,3
odd,1
offer,1
offerd,1
oft,14
